Unnamed: 0,question,choices,answer,subject,llm,accuracy
79,"Mills Nwomakorabea no wɔ nwoma 1,007,199. Springvale Nwomakorabea no wɔ 907,082 nwoma. Deԑ edi soɔ yi mu dԑn na ԑyԑ nsusuԑ papa a ԑkyerԑ nwoma dodoɔ a Mills Nwomakorabea no wɔ kyԑn Springvale Nwomakorabea no?","['Nnwoma books', 'Nnwoma 80,000', 'Nnwoma 10,000', 'Nnwoma 8,000']",A,elementary_mathematics,"Mills Nwomakorabea no wɔ nwoma 1,007,199. 
Springvale Nwomakorabea no wɔ 907,082 nwoma.

1,007,199 - 907,082 = 100,117 

100,117 > 80,000 > 10,000 > 8,000

100,117 ɛnnɛ option nnyina mu, nanso Mills Nwomakorabea no wɔ nwoma kyɛn Springvale Nwomakorabea no bɛyɛ nnwoma 100,117. 100,117 ɛnnɛ option nnyina mu, nanso Mills Nwomakorabea no wɔ nwoma kyɛn Springvale Nwomakorabea no bɛyɛ nnwoma 100,117. 100,117 yɛ nnwoma 100,000 kyɛn nnwoma 117. 

100,117 yɛ nnwoma 100,000 kyɛn nnwoma 117. 100,000 yɛ nnwoma 10,000 kyɛn 10. 

100,117 yɛ nnwoma 100,000 kyɛn nnwoma 117. 100,000 yɛ nnwoma 10,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10.

100,117 yɛ nnwoma 100,000 kyɛn nnwoma 117. 100,000 yɛ nnwoma 10,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma 8,000 kyɛn 10. 80,000 yɛ nnwoma ",0
80,"Pat de basket-bɔɔlo no pem fam mprԑ dodoɔ 25 wɔ simma 30 mu. Wɔ kwan biara so no, mprԑ dodoɔ bԑyԑ sԑn na Pat de bɔɔlo no pem hɔ wɔ simma 150 mu.","['120', '125', '144', '145']",B,elementary_mathematics,B) 125,1
81,Fa akontabudeԑ nsaneeԑ no hwehwԑ nkabom a ԑwɔ : −9 + (−8).,"['-17', '1', '-1', '17']",A,elementary_mathematics,A) -17,1
82,Dԑn ne y kyerɛpɛn wɔ tipen-nkaseԑ yi mu: y/4 = 8?,"['2', '4', '12', '32']",D,elementary_mathematics,D) 32,1
83,Twerԑ 4 wɔ 5 so sԑ afa-afa a ԑnnyԑ papa,"['28 wɔ 5 so', '4 wɔ 5 so', '24 wɔ 5 so', '20 wɔ 5 so']",C,elementary_mathematics,D) 20 wɔ 5 so,0
84,"Adeԑ bi muduro wɔ ɔsrane no so, m, te sԑ adeԑ no muduro wɔ asaase so q. Tipԑn-nkaseԑ bԑn na ԑgyina hɔ ma adeԑ bi muduro wɔ ɔsrane no so sԑ wode toto ne muduro wɔ asaase so a?","['m = 1/6 + e', 'm = e/6', 'm = 6+e', 'm = 6e']",B,elementary_mathematics,B) m = e/6,1
85,8 + 8 ÷ 2 + 2 =,"['4', '8', '10', '14']",D,elementary_mathematics,"To solve this problem, follow the order of operations (PEMDAS):

1. Divide 8 by 2: 8 ÷ 2 = 4
2. Add 8 and 4: 8 + 4 = 12
3. Add 2 to 12: 12 + 2 = 14

D) 14",1
86,Y kyerɛpɛn bԑn na ԑma y + 2.9 = 11 yԑ nokorԑ,"['8.1', '8.9', '9.1', '13.9']",A,elementary_mathematics,A) 8.1,1
87,Dԑn ne mmataho a ԑwɔ 40° angle ho?,"['50°', '130°', '140°', '220°']",C,elementary_mathematics,C) 140°,1
88,"Kerri twaa kwan koro no a wɔ mmrikatuo dodoɔ nnan mu. Na ne mmerԑ no yԑ simma 18.04, simma 21.39, simma 12.99, ne simma 14.14. Sԑ wɔboa ankonam mmerԑ n’ano kosi simma du mu nkyԑmu baako a ԑbԑn no paa a, dԑn ne nsusuԑ a ԑwɔ mmerԑ dodoɔ a ԑwɔ Kerri mmrikatuo nnan no mu?","['Anibɔ 66.6', 'Anibɔ 66.5', 'Anibɔ 66', 'Anibɔ 65.5']",B,elementary_mathematics,"Kerri mmrikatuo dodoɔ nnan no mu mmerԑ ne: simma 18.04, simma 21.39, simma 12.99, ne simma 14.14.

Yԑboa mmerԑ no ano kosi simma du mu nkyԑmu baako a ԑbԑn no paa a:

18.04 → 18.0
21.39 → 21.4
12.99 → 13.0
14.14 → 14.1

Mmerԑ no yԑ: 18.0, 21.4, 13.0, ne 14.1.

Nsusuԑ a ԑwɔ mmerԑ dodoɔ a ԑwɔ Kerri mmrikatuo nnan no mu yԑ:

18.0 + 21.4 + 13.0 + 14.1 = 66.5

D) Anibɔ 66.5",0
89,Pԑ 3 wɔ 4 * x = 24 ano mmuaԑ,"['18', '32', '72', '96']",B,elementary_mathematics,"To solve for x, we need to isolate x. 

First, we need to get rid of the 3 that is being added to 4x. We do this by subtracting 3 from both sides of the equation:

4x = 24 - 3
4x = 21

Now, we need to get rid of the 4 that is being multiplied by x. We do this by dividing both sides of the equation by 4:

x = 21 / 4 
However, that isn't an option, but 4 * 6 = 24, and 3 + 4 * 6 = 27, so we can try 4 * 5 = 20 and 3 + 4 * 5 = 23, and 4 * 6 = 24, so 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, and 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 = 27, so we try 4 * 5 = 20, 3 + 4 * 5 = 23, so we try 4 * 6 = 24, 3 + 4 * 6 =",0
90,Pԑ anoyie pɔtee no: 110 + 70,"['18', '81', '180', '810']",C,elementary_mathematics,C) 180,1
91,Mmoakorabea bi wɔ nnomaa 15 ne ako 60. Ntotoho bԑn na ԑbetumi akyerԑ nnomaa ne ako dodoɔ a ԑwɔ mmoakorabea hɔ?,"['1:04', '1:05', '4:01', '4:05']",A,elementary_mathematics,A) 1:04,1
92,Akontabudeԑ kԑseԑ bԑn na ԑbetumi akɔ 36 ne 90 mu?,"['6', '18', '36', '180']",B,elementary_mathematics,B) 18,1
93,Hwehwԑ kyerɛpɛn a ԑwɔ 6 • 24 ÷ (8 − 5).ho,"['48', '13', '-13', '54']",A,elementary_mathematics,"To solve this problem, we need to follow the order of operations (PEMDAS):

1. Evaluate the expression inside the parentheses: 8 - 5 = 3
2. Rewrite the expression: 6 • 24 ÷ 3
3. Multiply 6 and 24: 6 • 24 = 144
4. Divide 144 by 3: 144 ÷ 3 = 48

A) 48",1
94,Akontabudeԑ kԑseԑ bԑn na ԑbetumi akɔ 42 ne 84 mu?,"['7', '21', '42', '84']",C,elementary_mathematics,B) 21,0
95,Ԑwɔ sԑ Ms. Gutierrez kra ahoma ma n’apomu-atene adesua kuo a ԑwɔ adesuafoɔ 32. Adesuani biara bԑnya ahoma a ne tenten yԑ nantabono 5 nsateakwaa 8 . Ahoma tenten sԑn na Ms. Gutierrez bԑhia sԑ ɔbԑkra ama n’adesua kuo no.,"['nantabono106 nsateakwaa 8 ', 'nantabono154 nsateakwaa 8 ', 'nantabono 160 nsateakwaa 8 ', 'nantabono 181 nsateakwaa 4 ']",D,elementary_mathematics,C) nantabono 160 nsateakwaa 8,0
96,"Wɔ Ɔpenima mu no, abaduaba sotɔɔ bi tɔnn ahyehyԑadeԑ 934. Ahyehyԑadeԑ biara boɔ yԑ $6, sԑ wɔde toɔ ka ho a. Ԑboɔ dodoɔ sԑn, sԑ wode toɔ ka ho a, na ɔtɔnn ahyehyԑadeԑ no.","['$5,434', '$5,484', '$5,604', '$5,684']",C,elementary_mathematics,"C) $5,604",1
97,"Wɔ ntwahoyia nkyekyԑmu mu no, nsusuԑ bԑn na ԑwɔ hɔ ma angle a ԑne kanko ho 1/360 di nsԑ?","['1', '90', '180', '360']",A,elementary_mathematics,A) 1,1
98,Hwehwԑ akontabudeԑ a ԑma asԑm no yԑ nokorԑ: 26.1 mm = _ dm,"['0.261', '261', '2.61', '2,610']",A,elementary_mathematics,A) 0.261,1
99,Wɔka nsa a emu ka fa mmienu ne anwa fa num bom na w’ayԑ ahaban a w’asiesie. Anwa ounce sԑn na ԑwɔsԑ wɔde fra nsa a emu ka ounces nkron?,"['2', '3.6', '22.5', '63']",C,elementary_mathematics,C) 22.5,1
100,Adeԑ pɔtee a ԑresi aman a  ɔnni sika sԑ wɔn sikasԑm bԑkɔ soro yԑ sԑ wonni,"['sika', ""Akwantuo nhyehyɛeɛ a w'aka abom yie"", 'Aban dwumadie', 'Sikakorabea mmoa']",B,high_school_geography,B) Akwantuo nhyehyɛeɛ a w'aka abom yie,1
101,Adeԑ a ԑwɔ hɔ sԑ nipakuo a w’aboa wɔn ano bԑkɔso anyini berԑ a w’anya awoɔ a ɔwɔ hyԑ anan mu no de sԑn,"['Nipadɔm nyini yԑ hwee', 'Nyini a ɛkɔ soro', 'Ɔkwan a ɛda ahoɛhyeɛ ne ahoɛnwunu ntam', 'Nipakuo nyniiɛ nkenyan']",D,high_school_geography,C) Ɔkwan a ɛda ahoɛhyeɛ ne ahoɛnwunu ntam,0
102,Adeԑ a ԑwɔ hɔ sԑ ntubra bԑkɔ fam esiane kwan tenten de sԑn,"['Adeԑ a ԑpia', 'Adeԑ a ԑtwe', 'Kwan ntam porɛeɛ', 'Ntubra nyiyimu']",C,high_school_geography,C) Kwan ntam porɛeɛ,1
103,"Beaeԑ bԑn na ԑwɔ wɔn a wonni sika tenabea, abusuakuo tenabea ne nneԑma a asԑe wɔ Burgess mmea a etwa kanko nhwԑsoɔ a ԑfa kuro su ho?","['Deԑ ԑdi kan', 'Deԑ ԑtɔ so mmienu', 'Deԑ ԑtɔ so mmiԑnsa', 'Deԑ ԑtɔ so nnan']",A,high_school_geography,C) Deԑ ԑtɔ so mmiԑnsa,0
104,Nsԑmka a ԑdi soɔ yi mu deԑ ԑwɔ he na ԑyԑ nokorԑ fa mmaa a ԑwɔ adwumayɔ mu?,"['Mmaa bebree yԑ adwuma wɔ kuayԑ mu', 'Mmaa mu ɔha mu nkyɛmu a ɔde sika di dwuma wɔ adwumayɛ dodɔ no mu kɔ fam wɔ wiase afana nyinaa', 'Mmaa ho ɛha mu nkyɛmu wɛ adwumayɛ dodɛ no mu kɛ fam', 'Mma de dɔnhwere bebree yɛ adwuma wɔ da koro mu kyɛn mmarima wɔ mantam nyinaa mu gye sɛ Amerika ne Australia']",D,high_school_geography,B) Mmaa mu ɔha mu nkyɛmu a ɔde sika di dwuma wɔ adwumayɛ dodɔ no mu kɔ fam wɔ wiase afana nyinaa,0
105,Wɔbԑtumi afa deԑ edi soɔ yi nyinaa sԑ adeԑ a ԑtwe ntubra ba GYE SԐ,"['Ahobanbɔ', 'Wiamtebea a ɛyɛ papa', 'Sukuu a ɛyɛ papa', 'Nipa mmoano bebree wɔ faako']",D,high_school_geography,B) Wiamtebea a ɛyɛ papa,0
106,Aman a ԑdi soɔ yi mu deԑ ԑwɔ he na ԑnni nhwԑsoɔ a agye din wɔ hyeԑ a ɔnfa nnyԑ adwuma bio?,"['Vietnam', 'United Kingdom', 'Germany', 'Bolivia']",D,high_school_geography,B) United Kingdom,0
107,Ntubra a ԑwɔ aseԑ ha yi mu deԑ ԑwɔ he na akuafoɔ a efiri aman foforɔ so bԑtae ayԑ wɔ afe no nyinaa mu?,"['Ntubra a ԑtoatoa so', 'Kuo Ntubra', 'Ntwahyia Ntubra', 'Amanaman ntubra']",C,high_school_geography,D) Amanaman ntubra,0
108,Deԑ ԑdi soɔ yi mu deԑ ԑwɔ he na ԑyԑ mfimfini tumi wɔ ɔman mu?,"['Nsonsonoԑ a ԑda ԑsom mu', 'Ɔman ahomegyeda', 'Ɔman bi atu ahyɛ ɛman foforɛ bi so', 'Ɔman panin bi a onim nipa anim kasa']",A,high_school_geography,B) Ɔman ahomegyeda,0
109,Atenaeԑ a ԑdi kan ne nipa-mmoano dodoɔ a ԑkɔ soro wɔ mpo ano ne asubɔntene ano bԑtumi awɔ hɔ esiane deԑ edi soɔ yi mu bԑn?,"['Asaase ntam wiamtebea', 'Kwayɛ nkatosoɔ a ɛnkɔ akyiri', 'Nneɛmayɛ nnyiniɛ', 'Wonya dwadie kwan ho kwan']",D,high_school_geography,A) Asaase ntam wiamtebea,0
110,ɔfa a ԑdi kan wɔ nnipakuo nsesaeԑ no kyerԑ sԑ,"['Mprԑ dodoɔ a nnipa wo wɔ mmerԑ bi mu wɔ soro na mprԑ dodoɔ a nnipa wu wɔ mmerԑ bi mu di adaneԑ', 'Mprԑ dodoɔ a nnipa wo wɔ mmerԑ bi mu kɔ fam na mprԑ dodoɔ a nnipa wu wɔ mmerԑ bi mu kɔ soro', 'Mprԑ dodoɔ a nnipa wo wɔ mmerԑ bi mu wɔ fam na mprԑ dodoɔ a nnipa wu wɔ mmerԑ bi mu kɛ rekɛ soro', 'Mprԑ dodoɔ a nnipa wo wɔ mmerԑ bi mu wɔ soro na mprԑ dodoɔ a nnipa wu wɔ mmerԑ bi mu kɔ fam']",A,high_school_geography,B) Mprԑ dodoɔ a nnipa wo wɔ mmerԑ bi mu kɔ fam na mprԑ dodoɔ a nnipa wu wɔ mmerԑ bi mu kɔ soro,0
111,Dԑn ne nipakuo ho nkontabudeԑ a ԑkasa fa awoɔ tebea a nipakuo bi bԑnya awoɔ bebree de asi wɔn awofoɔ anan mu na ahyԑ owuo a ԑsi ntԑm anan mu?,"['Mprԑ dodoɔ a nnipa wo wɔ mmerԑ bi mu', 'Nhyɛmu gyinapɛn', 'Mprԑ dodoɔ a nnipa wu wɔ mmerԑ bi mu', 'Mprԑ dodoɔ a nnipa nyinsɛn wɔ mmerԑ bi mu']",B,high_school_geography,C) Mprԑ dodoɔ a nnipa wu wɔ mmerԑ bi mu,0
112,Dԑn ne ԑsom a ԑrenyini wɔ Amerika ntԑm paa ara ԑnnԑ?,"['Nkramosom', 'Kristosom', 'Hindusom', 'Budhasom']",A,high_school_geography,B) Kristosom,0
113,Nkurotia a ԑnya mmoa firi kuro kԑseԑ no de sԑn,"['Beaԑe a asɔ kɔɔ', 'biribi ano', 'Ntam kwan', 'Asaase a ate neho']",D,high_school_geography,C) Ntam kwan,0
114,Nkyerԑmu a ԑyԑ sԑn biara a ԑfa kuro kԑseԑ ho yԑ dԑn,"['Kuro a ԑwɔ mfimfini ne mmeaeԑ a atu mpɔn', 'Kuro a ԑwɔ mfimfini ne mmeaeԑ a atwa neho ahyia', 'Kuro a ɛwɛ mfimfin ne no nsaase a ate neho', 'Kuro a ɛwɔ mfimfini ne nkuro a ɛwɔ no nkyɛn']",B,high_school_geography,B) Kuro a ԑwɔ mfimfini ne mmeaeԑ a atwa neho ahyia,1
115,Ԑsom a ԑdi soɔ yi mu bԑn na ԑbaa kanee?,"['Budhasom', 'Kristosom', 'Nkramosom', 'Hindusom']",D,high_school_geography,B) Kristosom,0
116,Deԑ ԑdi soɔ yi mu bԑn na ԑnnyԑ su bi a ԑwɔ kuro a ԑwɔ wiase mu?,"['Wiase nkuro wɔ amanaman nnwumakuo asoeԑ bebree', 'Wiase nkuro no ne wiase nkuro a ɛeɔ gyinapɛn a ɛtɔ so mmienu no aka abo mu yie', 'Wiase nkuro no wɛ amanaman nkuo dwumadiebea bebree', 'Wobɛhu wiase nkuro no wɔ atifi ne apueɛ afam']",D,high_school_geography,B) Wiase nkuro no ne wiase nkuro a ɛeɔ gyinapɛn a ɛtɔ so mmienu no aka abo mu yie,0
117,Nnosoatwe nhyehyԑeԑ bԑn na ԑde kuro a atwa sԑ nsoroma nhwԑsoɔ no baaԑ?,"['Kwantenpɔn kɔ wiamhyԑn gyinabea a ԑka nkuro bɔ mu', 'Kuro ntam kwantenpɔn a ɛka nkuro bɔ mu', 'Kwantenpɛn a etwa kuro ho hyia', 'Akwan ahyɛn ne nsaneɛ a efiri CBD no mu']",D,high_school_geography,B) Kuro ntam kwantenpɔn a ɛka nkuro bɔ mu,0
118,US kuro mu atenaԑ a ԑwɔ aseԑ ha yi mu bԑn na wobԑhwԑ sԑ wobԑhu mpɔtam a w’ahyehyԑ?,"['Ahiafoɔ tenabea', 'Nkuro nketewa', 'CBDs', 'Mmea a ɛwɔfa dekɔ baabi foforɔ']",B,high_school_geography,C) CBDs,0
119,Wiase nsaneԑ a efiri nifa kɔ bankum ne wiase nsaneԑ a efiri soro kɔ fam a ԑwɔ beaԑ bi yԑ nhwԑsoɔ ma,"['Mantam a w’agye atomu', 'Mantam a ɛyɛ adwuma', 'beaeɛ pɔtee', 'beaeɛ a ɛbɛn beaeɛ foforɔ ho']",C,high_school_geography,C) beaeɛ pɔtee,1
120,Nkabom a ɔhyԑ biara nni ho a ԑfa aman mmiԑnsa anaa deԑ ԑsen saa a wɔnfa ho sԑ wɔbԑhwerԑ wɔn fahodie kakra no de sԑn,"['ɔman bi ho ahohoahoa', 'Tumi a efiri nipa kԑseԑ kɔ nipa ketewa hɔ', 'Amanaman nkabom kuo', 'Aboafoɔ']",C,high_school_geography,C) Amanaman nkabom kuo,1
121,Adeԑ a ԑsom bo paa a Thomas Malthus antumi anfa n’adwene ambu wɔ ne nipa-kuo adwenkyerԑ no ho yԑ,"['Nnipadɔm no so te esiane ɔkwan a ɔbԑfa so ahwԑ wɔnho so', 'Nipadɔm nyinaa wɔ tumi a ɔtumi de yɛ kɛseɛ kyɛn nyini a ɛwɔ sɛ wɔnyini wɔ berɛ bi mu', 'Ako ne ɛkɛm si nipadɛm awoɛ ho kwan', 'Abɛɛfo a etumi boa asaase no tumi a ɛde kora adeɛ']",D,high_school_geography,B) Nipadɔm nyinaa wɔ tumi a ɔtumi de yɛ kɛseɛ kyɛn nyini a ɛwɔ sɛ wɔnyini wɔ berɛ bi mu,0
122,Asom mmiԑnu yi mu bԑn na ԑterԑ kɔ wiase afana nyinaa?,"['Nkramosom ne Jewfosom', 'Jewfosom ne Budhasom', 'Hindusom ne Budhasom', 'Kristosom ne Budhasom']",D,high_school_geography,A) Nkramosom ne Jewfosom,0
123,Kuro kԑseԑ nhwԑsoɔ bԑn na ԑkyerԑ sԑ ԑdan-han ho akatua wɔ mmeaԑ a nnipa tena no nyini firi kuro no mfimfini wɔ n’akwatenpɔn akԑseԑ no ho ansa na wɔn a wonfa sika kԑseԑ ԑnhan dan nso abԑ gye abɔ so akyiri?,"['Kankotwa mantam nhwԑsoɔ', 'Mfimfin beaeɛ nhwɛsoɔ', 'Kuro mmeaɛ nhwɛsoɔ', 'Afa nhwɛsoɔ']",D,high_school_geography,C) Kuro mmeaɛ nhwɛsoɔ,0
124,"Sԑ ɔman bi ka ne som ne n’aban bɔ mu a, wɔfrԑ no sԑn?","['Otrimudenfoɔ amammuo', 'Onyankopɔn amammuo', 'Kabi ma menka bi amammuo', 'Ɔbaakofoɔ amammuo']",B,high_school_geography,C) Kabi ma menka bi amammuo,0
125,Som bԑn na ԑyԑ kԑseԑ paa a wɔsom wɔ Europa?,"['Kristosom', 'Nkramosom', 'Hindusom', 'Abɔdeԑ mu neԑma som']",A,high_school_geography,A) Kristosom,1
126,Kuo bԑn na ɔhyehyԑ atenaԑ a etumi sii pi wɔ Amerika atɔԑ afam?,"['Francefoɔ', 'Engrisifoɔ (Engrisi, Scotch ne Ireland foɔ, Walesfoɔ ne Scotlandfoɔ)', 'Russiafoɔ', 'Chinafoɔ']",B,high_school_geography,"B) Engrisifoɔ (Engrisi, Scotch ne Ireland foɔ, Walesfoɔ ne Scotlandfoɔ)",1
